,Event,Xintent,Xemotion,Otheremotion
3727,PersonX идет ___ в постели,"[""спать и отдыхать""]","[""уставшим,сонным""]","[""нет""]"
3728,PersonX регулирует ___ с нациями,"[""управлять""]","[""Босси""]","[""отчитал""]"
3729,PersonX регулирует ___ с нациями,"[""быть под контролем""]","[""доминант""]","[""контролируемых""]"
3730,PersonX лежит PersonX-это ___ на него,"[""чтобы было удобно"", ""чтобы отдохнуть"", ""расслабиться""]","[""обновленный"", ""Алерт"", ""спокойный""]","[""нет""]"
3731,PersonX лежит PersonX-это ___ на него,"[""касания что-то нежно"", ""эффект чего-то""]","[""облегчение"", ""утешение""]","[""нет""]"
3732,PersonX лежит PersonX-это ___ на него,"[""быть осторожным"", ""подготовить"", ""организовать""]","[""осторожный"", ""нежный"", ""готов""]","[""нет""]"
3733,PersonX понимает полностью ___,"[""природа""]","[""хорошо""]","[""нет""]"
3734,PersonX понимает полностью ___,"[""полное знание""]","[""спокойный""]","[""нет""]"
3735,PersonX использует ___ чтобы найти,"[""чтобы решить проблему так, что он находит новый путь""]","[""хороший опыт и горячиться""]","[""нет""]"
3736,PersonX использует ___ чтобы найти,"[""использование интернета предполагает готовность""]","[""осознанное""]","[""нет""]"
3737,PersonX использует ___ чтобы найти,"[""получить информацию"", ""найти ответы""]","[""образование"", ""счастливый"", ""определено""]","[""нет""]"
3738,PersonX выполняет PersonX по ___ эффективно,"[""действие""]","[""довольный""]","[""счастливая""]"
3739,PersonX выполняет PersonX по ___ эффективно,"[""сделать хорошо"", ""делать свою работу"", ""быть эффективным""]","[""доволен"", ""доволен"", ""эффективный""]","[""нет""]"
3740,PersonX теряет PersonX ПО ___ для персоны сакэ,"[""чтобы защитить персоны любой ценой"", ""быть героем""]","[""рада, что помогла своему другу"", ""героическая"", ""ничего, потому что он мертв""]","[""благодарны за защиту personx это"", ""виновен в том, что personx пожертвовал для них"", ""чувство потери""]"
